Command,Count,% Over total
/Users/maria/Desktop/c8c96dd698a91486d12ae3a6965f36b673e7c7184bbdbe0473b556737a25,1,0.00%
/var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/tmp.F5AZXz7v/Installer.app/Contents/MacOS/Installer,1,0.00%
/Users/user1/Desktop/8a027653f8f93313b1078f152a6523ad7eb51db85fe9464dbeb94a7a97c1,1,0.00%
/Users/maria/Desktop/Dogecoin-Qt,1,0.00%
/Users/maria/Desktop/LoomSetup,1,0.00%
/Users/bruno/Desktop/LoomSetup,1,0.00%
/Users/maria/Desktop/PKu4t4uejM,1,0.00%
/Users/maria/Desktop/wLhX39nKew,1,0.00%
/Users/maria/Desktop/697a9563bdf6e5fa07b7cf477b5fa43ec6338b154df09a7f7a6f1f712ed7,1,0.00%
/Users/maria/Desktop/AI9WbSpR6H,1,0.00%
/var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/tmp.U5Zy2NTI/Installer.app/Contents/MacOS/Installer,1,0.00%
/Users/maria/Desktop/MAytGCMWl0,1,0.00%
/Users/maria/Desktop/updater,1,0.00%
[kworker/0:2],1,0.00%
/Users/user1/Desktop/573448609.txt,1,0.00%
/Users/maria/Desktop/ce745f8953a866d5ae19cf3bb929028ff278adfe5ce7f7e5c8e8d0849026,1,0.00%
/Users/maria/Desktop/NVHdd2kFhN,1,0.00%
/Users/maria/Desktop/1yDH9Z23SY,1,0.00%
/Users/maria/Desktop/eu2RYJwwZv,1,0.00%
/Users/maria/Desktop/trello-app,1,0.00%
/Users/bruno/Desktop/trello-app,1,0.00%
/Users/maria/Desktop/km3aw5pZUE,1,0.00%
/Users/maria/Desktop/F7qFWSDjJu,1,0.00%
/Users/maria/Desktop/9cbee26e47e2126eb7782fb6254bd9bc4062e5e0f9d074f910d9c83eb156,1,0.00%
/Users/maria/Desktop/Zgi3XaluZ2,1,0.00%
/Users/maria/Desktop/aK137QYfnx,1,0.00%
/Users/maria/Desktop/xrJORK57Db,1,0.00%
/Users/maria/Desktop/107d39c98ee57b2a2069a89f69e7795675f6311c4e9507aadbbc4b851867,1,0.00%
/Users/maria/Desktop/CfFcRzYDPp,1,0.00%
/Users/maria/Desktop/57evRycj9G,1,0.00%
/Users/maria/Desktop/978ab256f922d7b6dbd7cc15c6136819f4bcfb5a0fead480561f0df54ca6,1,0.00%
/Users/maria/Desktop/tACKTHwmI3,1,0.00%
/Users/maria/Desktop/17b0591c0891dcf1b87f82384fb9e57081d9a704e102a941c83ad2407a55,1,0.00%
/Users/maria/Desktop/376b740c18252b5a08c9c8fe6c217c6d9ad7d0b2697769c3874f5488c0ff,1,0.00%
/Users/maria/Desktop/NM8mhxyS6h,1,0.00%
/Users/maria/Desktop/30c82e57e63bbab94d4e6a6c91c96e2639f44aa64e0831da68bdc0b22984,1,0.00%
/Users/maria/Desktop/NR8w50Qr6J,1,0.00%
/Users/maria/Desktop/R7XR3xi5As,1,0.00%
/Users/maria/Desktop/zfChKH6gct,1,0.00%
/Users/maria/Desktop/application.bin,1,0.00%
/Users/maria/Desktop/be2535bb146e1c7737dfc7c025419c92a877d7b51033eb3c48e6c08ce7cb,1,0.00%
/Users/maria/Desktop/JuMgLQOfz8,1,0.00%
/Users/maria/Desktop/AhoXVsf5t0,1,0.00%
/Users/maria/Desktop/1Wp46xGgZi,1,0.00%
/Users/maria/Desktop/cbfa7434abf40bbc7bf5ce250ce8f21634450e3e6e76c771582cab52d29d,1,0.00%
/Users/maria/Desktop/YTD,1,0.00%
/Users/maria/Desktop/Satoxcoin-Qt,1,0.00%
/Users/maria/Desktop/sNMbTXZ9fx,1,0.00%
/Users/maria/Desktop/7gpDRrMBt0,1,0.00%
/Users/maria/Desktop/2kzE9N1iTe,1,0.00%
/Users/maria/Desktop/0025a9e5cd90b46207daec43a2a56ce1e437466b6675ae188375c6eba020,1,0.00%
/Users/maria/Desktop/c6c2496103b79e9a766e2ff131872256d1728a39214f7720a1dcfb50f335,1,0.00%
/Users/maria/Desktop/748f7c8b3b43c6076032d37c1c711c9aae06113fc4ee30ce4d258ab8378e,1,0.00%
/Users/maria/Desktop/4c9bd6a37a3054b38203bc31420a20e9c4611585b98f3ddba2bb252b4817,1,0.00%
/Users/maria/Desktop/9umdveIwu5,1,0.00%
/Users/maria/Desktop/xfmLz3DrKw,1,0.00%
/Users/maria/Desktop/cdk_darwin_amd64_(16),1,0.00%
/Users/maria/Desktop/gyLH8OmF42,1,0.00%
/Users/user1/Desktop/fdaf4c8ab5f52c61b4656d48e9cb8f5ccfc564d8eb3071f1c37a4b59b3ad,1,0.00%
/Users/maria/Desktop/CwcatZpwA6,1,0.00%
/Users/maria/Desktop/Npu3fgsLXV,1,0.00%
/var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/066002C3-46FF-4CD6-AEAB-9FF9D486221D,1,0.00%
sh -c /var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/066002C3-46FF-4CD6-AEAB-9FF9D486221D,1,0.00%
/Users/maria/Desktop/K8DyfRZeEC,1,0.00%
/Users/maria/Desktop/5d3a76cd0af36e23f5a8f93334c289eb6a052cb64513de745ea5ea7e9ea3,1,0.00%
/Users/maria/Desktop/dd1593ff6463d908d056104e2c20777d17959ba390f85aadf3fdd1b0ca37,1,0.00%
/Users/maria/Desktop/SETUP_Zoom722AM.dylib,1,0.00%
/Users/maria/Desktop/b043627dbca3053df5ba94edf44ca077d4f45237eca42f01886aaf20dbda,1,0.00%
/Users/maria/Desktop/b059f03c76f6415c13efa250b2df3b62b36f3264a9d456d50f28bcbf86f9,1,0.00%
/Users/maria/Desktop/7BWzacjy4C,1,0.00%
/Users/maria/Desktop/iBe4L8btGu,1,0.00%
/var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/tmp.itPG4wQu/Installer.app/Contents/MacOS/Installer,1,0.00%
/Users/maria/Desktop/6B6hMyxZtc,1,0.00%
/Users/maria/Desktop/Fen857qpwW,1,0.00%
/Users/maria/Desktop/8962bb4e035b7944eb7e34532c9ce2a18871a6e334304a07356e6e04ba01,1,0.00%
/Users/maria/Desktop/10365a138e8249738aa0fea8d96cf92de39edc3ed3f8277bf456e5297034,1,0.00%
/Users/maria/Desktop/51ec6c68c4c0ce81cdad5a7af94669a4f2bec9f0c25bd9f698d07c4322f4,1,0.00%
/Users/maria/Desktop/PlFLrJfacW,1,0.00%
/Users/user1/Desktop/9a9ca506e5a519316121707da798051cc86524828b6e5e8bfb309a5b6a2d,1,0.00%
/Users/maria/Desktop/3ed1f5938fb106214f2c64f59cb74f2a294dcd7ce80868bc1a068f474137,1,0.00%
/Users/maria/Desktop/TknlRUi6jR,1,0.00%
/Users/maria/Desktop/GlHL1ukhfV,1,0.00%
/Users/maria/Desktop/63fhBqG17K,1,0.00%
/Users/maria/Desktop/0a65151b72dc287e5938fb3aa0f9cc623b2309f39cf88499a2146bb3d7f1,1,0.00%
/Users/maria/Desktop/c8581b11f5d196c50d1a1527a62cae1e0aa8592f470eee659e7d289a35aa,1,0.00%
/Users/maria/Desktop/zZWYxW6UJF,1,0.00%
/var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/tmp.4cSDKJfn/Installer.app/Contents/MacOS/Installer,1,0.00%
/Users/maria/Desktop/gOUzsCahg7,1,0.00%
/Users/maria/Desktop/FQnIj5siZO,1,0.00%
/Users/maria/Desktop/.BC.T_umEVQs,1,0.00%
/Users/maria/Desktop/75396b9c00211f674d205cd1de90cb3c77c5a33168578f8a2920717369aa,1,0.00%
/Users/maria/Desktop/YhX6N1Y0By,1,0.00%
/Users/maria/Desktop/PQgS4Wg5Ii,1,0.00%
/Users/maria/Desktop/x5CP5rGEht,1,0.00%
/Users/maria/Desktop/K5VhVc5upt,1,0.00%
/Users/maria/Desktop/cWB66rHXLc,1,0.00%
/Users/maria/Desktop/aZ4ZFEg9Oy,1,0.00%
/Users/maria/Desktop/Launcher3,1,0.00%
/Users/maria/Desktop/8a8d1cfb2800759e2c84cc10cdb2c7913dcdaa2aa3e27720ae96d27467c6,1,0.00%
/Users/maria/Desktop/ea0nNmLsNK,1,0.00%
/Users/maria/Desktop/238bc0b40bf05a6abb1d56862b67d13d5af2ff8dabe249f8f7b0_0.macho,1,0.00%
/Users/maria/Desktop/DESVPh4BlG,1,0.00%
/Users/maria/Desktop/b594cb1160efc3b7abdb52b106fb9dd135f367ec4850400c61124bfc7cd2,1,0.00%
/Users/bruno/Desktop/qwer431,1,0.00%
/Users/maria/Desktop/qwer431,1,0.00%
/Users/maria/Desktop/1fbaa24dc440786127e6ccf5270bf3c6765402384653fac30a4afe1c7747,1,0.00%
/Users/bruno/Desktop/clash-core-service,1,0.00%
/Users/maria/Desktop/clash-core-service,1,0.00%
/Users/maria/Desktop/c0086d12da4f991a25c1013fa2150662e370f07b9b8f6c224c7f03e3db75,1,0.00%
/Users/maria/Desktop/475d0363d1f346f7f2c300ba793d371d98bdc223b6012ecc6cdbc40b943f,1,0.00%
/Users/maria/Desktop/65fbaee5387cbc3d0509b189294bc3357fd1cd20526521e530407b6c76b9,1,0.00%
/Users/maria/Desktop/ESET-KeyGen_v1.3.2.2_macos,1,0.00%
/Users/maria/Desktop/ca9a22bdde16896b9315436ed07e990066d2c94078dcd307f8bacae82dad,1,0.00%
/Users/user1/Desktop/dade7c1b3d34c9c85f3943c3d85fc097ea5260aa8179e887b98ff6236471,1,0.00%
/Users/maria/Desktop/846c619700ec8a6bc6f6927a8fdc3f63aac531098b39b1faffff27fcaa35,1,0.00%
/Users/maria/Desktop/953e3f35c12ff39101d74f594086383b2707be70bc69e365be144ebf4b2a,1,0.00%
/Users/maria/Desktop/Qxk1rAdrIs,1,0.00%
/Users/maria/Desktop/Yr520yo8IQ,1,0.00%
/Users/maria/Desktop/DdZeTa8bO5,1,0.00%
/Users/maria/Desktop/5eb04da72850afc6d5bb4c6db22d063141db78dc1c8f6fbfe524bca68e51,1,0.00%
/Users/maria/Desktop/BLKC-Qt,1,0.00%
/Users/maria/Desktop/D1YGzHb2SF,1,0.00%
/Users/maria/Desktop/4c1058816b0cc6328c51605013b45a3260e0adce02bc4fa83c16f9cbfbcc,1,0.00%
/Users/maria/Desktop/2b00512406fff2890548c1cc1c23e98d9a416718ca6e6cf3d03b22fe32ff,1,0.00%
/Users/maria/Desktop/c627834fc62f1c3482f0f41166aa202b65341a4448a59f1cffe3_0.macho,1,0.00%
/Users/maria/Desktop/aCyGBYBB3G,1,0.00%
/Users/maria/Desktop/834c67beeab1b7e26eef745abd45cd9ff76ef9262f04e8a323dc28113446,1,0.00%
/Users/maria/Desktop/dyu6fNJib5,1,0.00%
/Users/maria/Desktop/312fded752f89e7b81cbed69c0947fa18562bfb6f0cad7fe7d0f198acf5a,1,0.00%
/Users/maria/Desktop/5382fdb38693c747dfbb909f2f6c011d65de4246ebcd0bf4a69889fdbe39,1,0.00%
/Users/maria/Desktop/25a8f677e5a6cacb1acfa63d3d650c0793ebf3aed20060f1600f25e92833,1,0.00%
/Users/maria/Desktop/e_1708147809,1,0.00%
/Users/maria/Desktop/eb7a9168371bd573e06d4908be74c5563c7b78084f56cec80a84f9c2ad33,1,0.00%
/Users/maria/Desktop/ffc78bf5448c45b233f62cd6641c474ab2a5f23bf777c30873ad49856c77,1,0.00%
/Users/maria/Desktop/jnbhei,1,0.00%
/Users/maria/Desktop/tzwnmy,1,0.00%
/Users/maria/Desktop/631153419.txt,1,0.00%
/Users/bruno/Desktop/Default1,1,0.00%
/Users/maria/Desktop/Default1,1,0.00%
/Users/maria/Desktop/6rIP8U7yb4,1,0.00%
/Users/maria/Desktop/7wELSU2n57,1,0.00%
/Users/maria/Desktop/68gvXI21w5,1,0.00%
/Users/maria/Desktop/.BC.T_8wUn91,1,0.00%
/Users/maria/Desktop/freyja(1).bin,1,0.00%
/Users/maria/Desktop/7rofxFWuS1,1,0.00%
/Users/user1/Desktop/1f766c3a0b2ae59fb864a50fea505645ade986c521cbc746de37bb1ad016,1,0.00%
/Users/user1/Desktop/744b15851074abf7f760a1146893cc53ff2f1190d4ecf435996941ffdc3e,1,0.00%
/Users/maria/Desktop/dc5733ca2b2a9d7d481ce6504f474dc9636c85f59ce105b36c8ed2934bc3,1,0.00%
/Users/maria/Desktop/P7EwrBltJ0,1,0.00%
/Users/maria/Desktop/f20df3e35d5016d394832d686e17c889756b3bf7e296a4f7d674ee00949e,1,0.00%
/Users/maria/Desktop/qICHH6Z86q,1,0.00%
/Users/maria/Desktop/27bfca12e6aa76eb55b8731b1011ca3c27f2ace35e4935df06f6d2bc873b,1,0.00%
/Users/maria/Desktop/sVsHSJVxZQ,1,0.00%
/Users/user1/Desktop/KVaXNSXL4D,1,0.00%
/Users/maria/Desktop/4fce07d0bea61583d61981b38aa77790d8c0f77058967b192adb8b79efd3,1,0.00%
/Users/maria/Desktop/toxic,1,0.00%
/Users/bruno/Desktop/toxic,1,0.00%
/Users/user1/Desktop/17167738004506305802,1,0.00%
/Users/maria/Desktop/MvHL37beDr,1,0.00%
/Users/maria/Desktop/ckRQQtzpuE,1,0.00%
/Users/maria/Desktop/AOvNFnHiDl,1,0.00%
/Users/maria/Desktop/pLaJyCuGll,1,0.00%
/Users/maria/Desktop/166MnaKjlF,1,0.00%
/Users/maria/Desktop/4527431412fd9c98feb220abe46b3d11c47305e37c50ea5f28b229b4e43a,1,0.00%
/Users/maria/Desktop/AwWq5N63u8,1,0.00%
/Users/maria/Desktop/DNC1PN6wp3,1,0.00%
/Users/user1/Desktop/2935e4380903e533052079500d81c4a981471dcc423441e627e2868de2d1,1,0.00%
/Users/maria/Desktop/e9ec7da592506c6b8bd98f86ddfcee6b5e419c6bfe4d334840381a83db6a,1,0.00%
/Users/maria/Desktop/7dc24e22cfd37c9e82b87899dcb504872436fd219639b442a0f4d90485a5,1,0.00%
/Users/maria/Desktop/eb859dd00766c78d6b1ec792f301f77b85de6aeb2799c12c4fa1d8e81016,1,0.00%
/Users/maria/Desktop/4a6f3528ebc9e70e3181b0523059f6a26682023f28a384338643675012e7,1,0.00%
/Users/maria/Desktop/wv3VryIaGB,1,0.00%
/Users/maria/Desktop/cf2e109880543b9fd18bc85204ea5b2e13c286710287d043fe2ffa1cd8c1,1,0.00%
/Users/maria/Desktop/ZInmLyMRe0,1,0.00%
/Users/maria/Desktop/ABOVE_HIGHLIGHT,1,0.00%
/Users/maria/Desktop/kAkA9o4DlU,1,0.00%
/Users/maria/Desktop/fae719a6b19e95be78674644466d7956255166d5200df4e6cad8_0.macho,1,0.00%
dmesg,1,0.00%
/Users/maria/Desktop/91a94dadd185f8e9ef20c2c76d9e2ef4a11f97765d86ec0049e2ed48e5b9,1,0.00%
/Users/bruno/Desktop/EditProAi_MacOS_v_017,1,0.00%
sh -c /var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/0CC509A0-8CC4-4891-89E5-A20D329985C7,1,0.00%
/Users/maria/Desktop/wC6QaRX5co,1,0.00%
/Users/maria/Desktop/jVVnffbqoZ,1,0.00%
/Users/maria/Desktop/dI0K28nGW9,1,0.00%
/Users/user1/Desktop/jgpkAcVOpI,1,0.00%
/Users/maria/Desktop/ZTdog64NeX,1,0.00%
/Users/maria/Desktop/aa511575a5d06da9027a4ddbd1ead215dd3998665ef8c1296fad365fcde4,1,0.00%
/Users/maria/Desktop/w678IIbmRt,1,0.00%
/Users/maria/Desktop/625495023.txt,1,0.00%
/Users/maria/Desktop/blkflblf,1,0.00%
/Users/bruno/Desktop/Phantom_Wallet,1,0.00%
/Users/maria/Desktop/Phantom_Wallet,1,0.00%
/Users/maria/Desktop/8342b57a6425afe330c720ef75bf040963a5ff748351374b11ccefa910b4,1,0.00%
/Users/maria/Desktop/.BC.T_FJnoga,1,0.00%
/var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/0CC509A0-8CC4-4891-89E5-A20D329985C7,1,0.00%
/Users/maria/Desktop/86Ns5n0loM,1,0.00%
/Users/user1/Desktop/2OusX7DZOa,1,0.00%
/Users/maria/Desktop/sbXaZz8dhO,1,0.00%
/Users/maria/Desktop/a048acd3737982f9a69b4bda6327d9f446e04ac1d587f8439c40045f3186,1,0.00%
/Users/user1/Desktop/32595469a664422ac9427b7d7a8127a5768ec3e1c12bd23f2f4f01d341bc,1,0.00%
/Users/maria/Desktop/yNcoz5oPgM,1,0.00%
/Users/user1/Desktop/7918a8328e78207475c3fd7762294c5501ebfb9ccbc27e2d83b7f815d446,1,0.00%
/Users/maria/Desktop/TB3RlSPqW9,1,0.00%
/Users/maria/Desktop/A8be5eyUfi,1,0.00%
/Users/maria/Desktop/cXM7S9K9w2,1,0.00%
/Users/maria/Desktop/526c2bf66f08a9a4b4d52115c230fd657cca8ab70d5aef8ac3c9130dd002,1,0.00%
/Users/maria/Desktop/ba320acbdb242e0f53be0b062b25578d0d179aa0713adb976b757cfd78fe,1,0.00%
/Users/bruno/Desktop/.BC.T_zRF2sw,1,0.00%
/Users/maria/Desktop/7d4b9df653d8e5c0728925ac8fcaf65f5a4a10a62a8ef5ef69a83cf89cbf,1,0.00%
/Users/maria/Desktop/24CRIH6YVF,1,0.00%
/Users/maria/Desktop/eMoYvwtCY3,1,0.00%
/Users/maria/Desktop/6b99002ea31cd10375b6a5b11d06c5ed4c8f34e2fcd0a860a9aaeb54bc70,1,0.00%
/Users/maria/Desktop/eTUuthJGrO,1,0.00%
/Users/maria/Desktop/0fabd4f911bb154f35a9b1a95992c5f290404001e1d992df4450246ccde7,1,0.00%
/var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/tmp.71YxSoLh/Installer.app/Contents/MacOS/Installer,1,0.00%
/Users/bruno/Desktop/Crypterium,1,0.00%
/Users/maria/Desktop/2e64d091cacba0c9833c452290ad12ab2e95684671f0e06fecb27708afe2,1,0.00%
/Users/maria/Desktop/efc98059bb98f39083dac90a28de6045657b919d450df901b2e67a00ad3e,1,0.00%
/Users/maria/Desktop/beldex-wallet-rpc,1,0.00%
/Users/maria/Desktop/pRDzq6UZY9,1,0.00%
/Users/maria/Desktop/gS8yHKv1EB,1,0.00%
/Users/maria/Desktop/XfhQhYY9RA,1,0.00%
/Users/maria/Desktop/d1bf1863b6f06d25148a285e159b1e5f534c36a4cbd24c6f587ac16eb551,1,0.00%
/Users/user1/Desktop/b15b57ac49f9306a891a82fbd3db01f58d4f3c1c3b3fef67ddd48be08a1c,1,0.00%
/Users/maria/Desktop/3e1416a106816f2cf6eabc198ff75d7c3297df6fac54df78792cec738028,1,0.00%
/Users/maria/Desktop/6a74d7c1faca897dcead3a5ec76324947cb3325a960c400a04949cf5cd38,1,0.00%
/Users/maria/Desktop/vqu3b2WJo2,1,0.00%
/Users/maria/Desktop/cu6Rr5xxmq,1,0.00%
/Users/maria/Desktop/rsmeont5,1,0.00%
/Users/maria/Desktop/Crypterium,1,0.00%
/Users/maria/Desktop/rHGZgj1Ixo,1,0.00%
/Users/maria/Desktop/f79dea5a7bb0caba49e2b36d43e52a3adca17197fd6319da033cb3221c08,1,0.00%
/Users/maria/Desktop/fCSmIpcTwf,1,0.00%
/var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/tmp.u5LYy1NP/Installer.app/Contents/MacOS/Installer,1,0.00%
/Users/maria/Desktop/p0EliRDXFV,1,0.00%
/var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/tmp.MZ6xl11B/Installer.app/Contents/MacOS/Installer,1,0.00%
/Users/maria/Desktop/cT21DLi30r,1,0.00%
/Users/maria/Desktop/3933c5662e4ce7759b56be74188b353e2b7e0a53050ce83549bcc9137f97,1,0.00%
/var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/tmp.rmDR4jYO/Installer.app/Contents/MacOS/Installer,1,0.00%
/Users/maria/Desktop/E3KwGt46XN,1,0.00%
/Users/maria/Desktop/YBhPixFklB,1,0.00%
/Users/user1/Desktop/3132ef45a3ee5905b880cac563c55da1b63da0ef77b54a8dd989f349d2d5,1,0.00%
/Users/maria/Desktop/5eb2894862ce5bd97a48495ed257eb023238efd0a66f32e363311a5a1161,1,0.00%
/Users/maria/Desktop/dmfnkt,1,0.00%
/Users/user1/Desktop/Dogecoin-Qt,1,0.00%
/Users/maria/Desktop/9jBYhvqvYp,1,0.00%
/Users/maria/Desktop/vAvwy2CLT3,1,0.00%
/Users/maria/Desktop/bb4b873807a887037851ef4a2f6da3ab57f0ffe8912f172c5887343281de,1,0.00%
/Users/maria/Desktop/Ukg4mH4Ebn,1,0.00%
/var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/tmp.UESUQbOg/Installer.app/Contents/MacOS/Installer,1,0.00%
/Users/maria/Desktop/fPTTbulHTf,1,0.00%
/Users/maria/Desktop/f981d2fecb425096e5bbb99ba468e840e7bd329d3758dcd956fba8.dylib,1,0.00%
/Users/maria/Desktop/e3b1e7e3151a50ba3213e1806afd13bc3d07802fd060bfbacc34da083da7,1,0.00%
/Users/maria/Desktop/0907674c4d3b45b3888b40d71b2b07d69c084ef4d24f4fa53628b9c43af8,1,0.00%
/Users/user1/Desktop/79abd62ac2685c35d8e4033015982b7e554b865061a72d9f74b16e7b6162,1,0.00%
/Users/maria/Desktop/84K84IPwVm,1,0.00%
/Users/maria/Desktop/659f49ca6faf713302da476d47bc862e5f555a7a3673b2b13c6c5717e09f,1,0.00%
/Users/maria/Desktop/26EG5E2coC,1,0.00%
/Users/maria/Desktop/KoD5to2pPB,1,0.00%
/Users/maria/Desktop/t1YH36icgb,1,0.00%
/Users/maria/Desktop/1boRK6gwR6,1,0.00%
/Users/maria/Desktop/f5dc25e7d9293d02681906a00aa41abfcdd2433011fd766b8379187f7f43,1,0.00%
/Users/maria/Desktop/EPFnREa5lR,1,0.00%
/Users/maria/Desktop/CIvlE5UNeJ,1,0.00%
/Users/maria/Desktop/BpHGyV71Iv,1,0.00%
/Users/maria/Desktop/c7c7343e7e41858eb5c19d27656c890e17d593b5856906597f04c17694f3,1,0.00%
/Users/maria/Desktop/22cab8113f7452e44331fce263f366e0ef52581236368d3c4652b9991466,1,0.00%
/Users/maria/Desktop/CLVxzAlMWf,1,0.00%
/Users/maria/Desktop/wdiQmEjJ0n,1,0.00%
/Users/maria/Desktop/GTES3DWtao,1,0.00%
/Users/maria/Desktop/64fb241a485f9b9f67943e126afcd56ada2dae5d7a6b3a854c15dc2d2261,1,0.00%
/Users/maria/Desktop/8be79355f584dab8bcdfc8c5bcb9d5be2093d71571e39b41a103c067afa7,1,0.00%
/Users/maria/Desktop/shell-2,1,0.00%
/Users/maria/Desktop/Bd42ypOhGZ,1,0.00%
/Users/maria/Desktop/f2XlVIUvam,1,0.00%
/Users/maria/Desktop/904e6228bc0d68c37920f48a4fc74a34150b9d76090e1791ed434c9b55da,1,0.00%
/Users/user1/Desktop/11480685db070e1988edee5fa8dafa5008c9da67bc3cf44c0952abdefb07,1,0.00%
/Users/maria/Desktop/RPPdamo1KI,1,0.00%
/Users/maria/Desktop/622f2b658c8bee6f7608d3fd4a60e5a70aae7bbab4ffa8598d104832aa8d,1,0.00%
/Users/maria/Desktop/MacReviver_Uninstaller,1,0.00%
/Users/maria/Desktop/sgy53ZZKY2,1,0.00%
/Users/user1/Desktop/36d07a840d3e82afb57ace93bb0b9613a7dc679f021ee769c6ebc1864ad6,1,0.00%
/Users/maria/Desktop/8b3beba71b8b44b6576ff2497ed68c6fafebd046822f0d60f8758238e900,1,0.00%
/Users/maria/Desktop/b249b9228184d961c648c4c1c2c6a4ba2604dc63c853f2c8b4de18657630,1,0.00%
/Users/maria/Desktop/LZWBq91Aq8,1,0.00%
/Users/maria/Desktop/v2nVbC166U,1,0.00%
/Users/user1/Desktop/updater_mcy,1,0.00%
/Users/maria/Desktop/aqcqSt8B32,1,0.00%
/Users/maria/Desktop/a5YGv1p3WD,1,0.00%
/Users/maria/Desktop/VyLmFwcC9Db250ZW50cy9NYWNPUy9QaG9uZVJlc2N1ZSBJbnN0YWxsZXI=_=,1,0.00%
/Users/maria/Desktop/QGBPK9X2b1,1,0.00%
/Users/maria/Desktop/EtKGPf8EEN,1,0.00%
/Users/maria/Desktop/b607de4f99247cf905444d6a6fa9528ce1b6f5953ca906360288d2e4b876,1,0.00%
/Users/maria/Desktop/PvG5qPqJKZ,1,0.00%
/Users/user1/Desktop/3a5aba99ce2c44a87ffa53eb69cc3ad3d09858438aa053a430ef92976f5d,1,0.00%
/Users/maria/Desktop/1Rn797IkWs,1,0.00%
/Users/maria/Desktop/uyYMb433uR,1,0.00%
/Users/maria/Desktop/VazpLae4CE,1,0.00%
/Users/maria/Desktop/t9qTyx4SYx,1,0.00%
/Users/maria/Desktop/b297109f1e064c99a998ea7249f156ea78307834d282e7fbf07863793e5d,1,0.00%
/Users/maria/Desktop/f19f87b0b33a4b7548efcc31a038f0445f9be9ad1f6daea6f9ef28d445be,1,0.00%
/Users/maria/Desktop/254705c238ea19f9b221c98f5f97b0799521ff18035e6f1d9ce9cc5e2f35,1,0.00%
/Users/maria/Desktop/29e7592e84ca29fdd3dd93e3141adc2727af2864b4846a7069e787b933be,1,0.00%
/Users/maria/Desktop/5f081f32ec5690e56a57f3d14013f56f192a310934eff3da51b627a8cc45,1,0.00%
/Users/maria/Desktop/f187bedb9c9106e344a58e7e3fae5f485b44c827a592443fbd4f78cd38b4,1,0.00%
/Users/maria/Desktop/5ec95a8b1fc0fb5fd88b52399b6bab3b321c69614b5cfac461af2782233c,1,0.00%
/Users/maria/Desktop/I1SURIScvb,1,0.00%
/Users/maria/Desktop/9d2b85990186051d005b89a16413fa69e3e52cc9cf045a4ee65dae0bc99c,1,0.00%
/Users/user1/Desktop/GfhVsju1ik,1,0.00%
/var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/tmp.Tc3GqUNd/Installer.app/Contents/MacOS/Installer,1,0.00%
/Users/maria/Desktop/44a6vveAII,1,0.00%
/Users/maria/Desktop/gZ9KZR09lB,1,0.00%
/Users/bruno/Desktop/TaiSpace,1,0.00%
/Users/maria/Desktop/6PZ08NZlRR,1,0.00%
/Users/maria/Desktop/17MRDS5ygM,1,0.00%
/Users/maria/Desktop/6uhY0yHoGp,1,0.00%
/Users/maria/Desktop/6aa471e60fcaa9f72cc6711c1cf28d2a046289c028344b09eeea4cfb4e09,1,0.00%
/Users/maria/Desktop/EUs4fVM72p,1,0.00%
/Users/maria/Desktop/e7781a05536404e77d7e035e4c01dc004b1b52666feec28a58fc92cb73af,1,0.00%
/Users/maria/Desktop/6cdcd9465dc44f521a98a443bcfe223b115d7e106d50f3c1023ec7558d0e,1,0.00%
/Users/maria/Desktop/8NJ3PYraQn,1,0.00%
/Users/maria/Desktop/919c2bae90061d58e971bed4a9f9f1b260ab56de615f7feb55bb9eeae9c7,1,0.00%
/Users/maria/Desktop/ff5e3ff1b845883201dd13dbc63204a8c0928f489830a6701db0df9a8840,1,0.00%
/Users/maria/Desktop/72f613bb8f393520bcdd8fa6b7ce1a3a31a49519ccba58e70566dc84e330,1,0.00%
/Users/maria/Desktop/hi3iv78ktx,1,0.00%
/Users/maria/Desktop/0GP8lIOykm,1,0.00%
/Users/user1/Desktop/6ec5c001ae4d9f69d41654f745904dac77531e652c55892b1c492f569d0b,1,0.00%
/Users/maria/Desktop/et0CCTUWLn,1,0.00%
/Users/maria/Desktop/M27kGLmaQg,1,0.00%
/Users/user1/Desktop/.1PolccBR,1,0.00%
/Users/maria/Desktop/50577d6b0f957f5ae5cecf185a0f07eefabcc11ef98864b055d138409075,1,0.00%
/Users/maria/Desktop/javaagent,1,0.00%
/Users/maria/Desktop/08c1359bac5e7a5d994c6860e82b508e91bdb0d2c9512cbd4d649221ba76,1,0.00%
/Users/maria/Desktop/FPR2vcFtra,1,0.00%
